d_o_mm,n_orf,g_lo,g_mid,g_hi,PF_tau,PF_gain,f1,f2,pen,pen_dP,pen_Qcap,pen_cav,pen_T,pen_mu,x10_max_damperli,a10abs_max_damperli,dP95_worst,Qcap95_worst,cav_pct_worst,T_end_worst,mu_end_worst,PF_p95_worst,Q_q50_worst,Q_q95_worst,dP_orf_q50_worst,dP_orf_q95_worst,T_oil_end_worst,T_steel_end_worst,energy_tot_sum,E_orifice_sum,E_struct_sum,E_ratio,P_mech_sum
3.1,6,3.95,3.875,1.7625,1.00625,0.885,5.02152641609153,0.00444667954375873,0,0,0,0,0,0,0.109440811819402,8.35677120670283,1372177.39620878,0.0285379141830011,0,55.4027938864086,0.507938087879555,2925058.59488704,0.00129585750492347,0.00158592362618537,919829.616496999,1372177.39620878,55.4027938864086,0,36275712.5284985,3320720.09997077,32954992.4285278,0.100765312180626,0
3.16850890306348,6,3.88079738453,3.89959743773255,1.76860766002953,1.00909229069709,0.891969674241355,5.02209118196972,0.00444088961758747,0,0,0,0,0,0,0.109504436433233,8.39078642409248,1282730.09758248,0.0275864248940177,0,55.1919752832103,0.509053851028518,2979369.3564007,0.0012954833978397,0.00158289891842692,862563.475279327,1282730.09758248,55.1919752832103,0,36171770.0299651,3129019.36058562,33042750.6693795,0.0946960920988113,0
3.52765738674385,5,3.98154663970647,3.99749819069934,2.77015199707746,1.01752084788951,0.894515080195387,5.0695390173571,0.00442526385573672,0,0,0,0,0,0,0.109500304404942,8.72614785767706,1136798.78678536,0.0259858486973437,0,54.5396271275908,0.512186136609483,2954583.25003659,0.00129476742997746,0.00157815268744337,768318.45704937,1136798.78678536,54.5396271275908,0,36039457.1870222,2810578.5522533,33228878.6347689,0.084582407463864,0
3.27224103820983,6,3.88624458213991,3.89809236156937,1.64549226586258,0.974367997903114,0.851089521293362,5.00925202294372,0.0044630873254012,0,0,0,0,0,0,0.109605154620599,8.26232604828616,1145340.26530867,0.0260596515556388,0,55.5025624306591,0.507638740614505,2920352.98407639,0.00129677549531206,0.00159173945025865,763131.867359962,1145340.26530867,55.5025624306591,0,35588156.725704,2787769.50162372,32800387.2240803,0.0849919692282502,0
3.08079653875024,6,3.9212202939007,3.88680367250154,1.95019439914724,1.01036248996949,0.891509654458107,5.02833383964281,0.00444086470711266,0,0,0,0,0,0,0.109429364859075,8.4579825072855,1368064.31472012,0.0284946304531333,0,55.166031819961,0.509012187951028,2982914.3664053,0.00129557129099499,0.00158351824051539,919426.601185713,1368064.31472012,55.166031819961,0,36379717.9972557,3320036.27873312,33059681.7185226,0.100425536670336,0
3.29250856955481,6,3.87730239010401,3.87954664817785,1.73257429262909,0.970030058275766,0.88221138337765,5.01598783987469,0.00444898690562512,0,0,0,0,0,0,0.109476603975429,8.33041672379763,1071485.25486741,0.0252004753373759,0,55.1978117932627,0.509205250309381,2945402.31313729,0.00129607280717197,0.00158698662327216,717338.223938551,1071485.25486741,55.1978117932627,0,35584493.054464,2632299.68183395,32952193.37263,0.0798823814872466,0
3.31838635216595,6,3.74835821052272,3.8687498159637,1.57824136887547,0.968999266560727,0.832482022877968,5.00037627559046,0.00450163845699871,0,0,0,0,0,0,0.109599396401642,8.143436878599,1094020.45556886,0.0254668896310702,0,55.9418198103373,0.505507045052587,2970639.01420651,0.00129827005126729,0.00160376392269533,719753.987272624,1094020.45556886,55.9418198103373,0,35124699.2056974,2634763.58514879,32489935.6205486,0.0810947616492784,0
3.49242236910856,6,3.80498693968663,3.86378899951979,1.70795719759911,0.968071548892918,0.855752962403,5.00701094218873,0.00448091773034633,0,0,0,0,0,0,0.10955699302505,8.24496303524611,861430.144444971,0.0225836452894373,0,55.4520545345261,0.508188929791473,2960887.95642215,0.00129741493794244,0.00159980402957963,568618.701824449,861430.144444971,55.4520545345261,0,34813905.0668888,2115331.03072209,32698574.0361667,0.0646918433929993,0
3.38915968924327,5,3.95173618731811,3.9512500058867,1.93373962361647,1.00915251409864,0.893962158353554,5.0316731753921,0.00443363794287198,0,0,0,0,0,0,0.109463164911157,8.47376995699836,1354601.56153914,0.0283818570051373,0,55.026962806316,0.509684035932825,2961966.31810453,0.00129535540190622,0.00158108074387258,913190.145533659,1354601.56153914,55.026962806316,0,36412121.6119512,3302060.61295043,33110060.9990008,0.0997298257182336,0
3.42139448218692,6,3.9609171941303,3.95388092454708,2.07399364375523,0.986201783135545,0.893181963270798,5.03478045907195,0.00443086059102589,0,0,0,0,0,0,0.109509451330935,8.48991632494293,944098.215643802,0.0236466690415734,0,54.6902042087694,0.511801521294305,2962324.09818297,0.00129532962270293,0.00158075462383982,636189.516672004,944098.215643802,54.6902042087694,0,35500769.7417136,2352144.12726242,33148625.6144512,0.0709575158445483,0
3.46090477183324,6,3.81152350657609,3.84405748477578,1.56718066573369,0.973927122622118,0.823846922793757,4.99750416217863,0.0045101368640635,0,0,0,0,0,0,0.109636441043477,8.08790144845557,922187.066630996,0.0233711968904702,0,56.0154778367887,0.50535620513219,2907638.00813708,0.00129853964668862,0.00160862864516395,603201.939886082,922187.066630996,56.0154778367887,0,34630143.0262041,2234168.52508016,32395974.501124,0.068964387072309,0
3.52765738674385,5,3.98154663970647,3.99749819069934,2.14515199707746,1.01752084788951,0.894515080195387,5.04420715055701,0.00442582706591375,0,0,0,0,0,0,0.109415110116812,8.56234836573782,1135835.67528801,0.0259747104779266,0,54.7299406429353,0.511396911082872,2943575.40685065,0.00129489861185637,0.00157747624962095,768472.1564577,1135835.67528801,54.7299406429353,0,36017260.7492885,2811917.73518813,33205343.0141004,0.0846826889875544,0
