d_o_mm,n_orf,PF_tau,PF_gain,Cd0,CdInf,p_exp,Lori_mm,hA_W_perK,Dp_mm,d_w_mm,D_m_mm,n_turn,mu_ref,A_o,Qcap_big
2.35789035333262,7,0.254385145370873,3.80643955721736,0.550067712310451,1.03798662995221,1.29311470239149,148.399866563061,606.463142426602,249.941276140214,12.5602987444181,105.2772186672,8,1.34177665234249,3.05657553516123e-05,0.0486667592404314
2.46034271766809,4,0.208310656477533,2.22048569234031,0.562585845497249,0.990697836180756,1.38524896276963,137.795860986853,554.138808470869,190.967585839359,13.4126226926205,108.614483498036,9,1.21049809649815,1.90169597336581e-05,0.0288993341330165
2.48039316908095,6,0.372310422027431,1.8,0.543626911035813,0.964183495249742,1.2113714601524,122.136311309544,583.583961028891,246.202598670248,14.7537928550744,99.83452187319,10,1.14397397591891,2.89922676310049e-05,0.0428792729573325
2.5,5,0.332741628831628,2.09792078097027,0.501002747770141,0.975869761571118,1.34881657805013,124.061313061816,580.102214737753,217.132924598869,13.8124178744438,101.262942448587,10,1.13641739600223,2.45436926061703e-05,0.0367398432552788
2.43473606100858,6,0.294044241456678,3.9181123527073,0.560517989623464,1.01311762058079,1.30776754189015,148.622557241724,570.996505533174,249.818907966316,12.7274393459582,110.836377927566,10,1.3023884926312,2.79347576563462e-05,0.0434120517345999
2.49233385259604,6,0.323381194855929,1.82668057083699,0.567566804846903,0.883098576474342,1.30881619373626,130.419685885464,553.300918482834,235.233379260597,14.1572409580698,116.530608826449,10,1.14024850850182,2.92720787308955e-05,0.0396522909567419
2.43348283250324,6,0.320360123349538,3.75113583650861,0.545262561593176,0.960954024785736,1.31503067966564,141.994503891164,569.48473219372,249.893045253345,13.2713805541051,117.789906710595,9,1.23460700784191,2.79060074150608e-05,0.0411344647311494
2.49917979274602,6,0.351766837154123,2.94726928268098,0.520672686475289,0.940127273872148,1.28491982377059,133.281831065017,561.126256461766,249.994804458531,14.1202587905079,109.311347732793,10,1.18422041674287,2.94331086194902e-05,0.0424451741917714
2.47046025081673,6,0.357587932389264,1.91860395967292,0.542969551389592,0.944105866403771,1.20450910671812,120.589074805521,549.308978938984,248.862339885239,14.3966112521714,115.339203200281,11,1.20498249145277,2.87605292001905e-05,0.0416507766611256
2.38374417333793,6,0.299484786763037,4,0.588953853257443,1.00909099404834,1.26638728799322,146.278787203163,568.731790509971,250,12.2878546103332,112.139215591589,10,1.29928861470682,2.67769076482985e-05,0.041447303944419
