d_o_mm,n_orf,PF_tau,PF_gain,Cd0,CdInf,p_exp,Lori_mm,hA_W_perK,Dp_mm,d_w_mm,D_m_mm,n_turn,mu_ref,f1,f2,PFA_w,IDR_w,pen,pen_dP,pen_Qcap,pen_cav,pen_T,pen_mu,x10_max_damperli,a10abs_max_damperli,dP95_worst,Qcap95_worst,cav_pct_worst,T_end_worst,mu_end_worst,PF_p95_worst,Q_q50_worst,Q_q95_worst,dP_orf_q50_worst,dP_orf_q95_worst,T_oil_end_worst,T_steel_end_worst,energy_tot_sum,E_orifice_sum,E_struct_sum,E_ratio,P_mech_sum
2.5,5,0.332741628831628,2.09792078097027,0.501002747770141,0.975869761571118,1.34881657805013,124.061313061816,580.102214737753,217.132924598869,13.8124178744438,101.262942448587,10,1.13641739600223,4.80026131182812,0.00382987261351802,4.80026131182812,0.00382987261351802,0,0,0,0,0,0,0.0984825155260402,7.84686436451173,48565800.158147,0.118133523340115,0,64.4599185798334,0.688515809278045,10311557.6559801,0.00384572274478337,0.00435857647771319,38353834.7134747,48565800.158147,64.4599185798334,0,145740032.849851,118520001.838762,27220031.0110897,4.35414646627242,0
2.43628333555712,6,0.277784895943937,3.79444749812743,0.570193059706427,1.02785361944408,1.29509938743892,141.660908344872,609.238516119606,249.964647205998,13.8306487730215,115.806293219533,10,1.3375620117349,6.28846126641617,0.00319871053783325,6.28846126641617,0.00319871053783325,0,0,0,0,0,0,0.0901315033684158,12.06960927151,42283099.0485672,0.118503345958484,0,72.204976207159,0.730840455456665,18541350.8958152,0.00501499754581968,0.00529598410586739,38126092.1999146,42283099.0485672,72.204976207159,0,241432029.019035,208790719.902418,32641309.1166172,6.39651795693836,0
2.49423951823604,6,0.306623131520328,3.80238533448239,0.528417290089442,1.00360151600629,1.29520220784838,137.129684852768,571.721201922162,249.867063870992,14.0976660303619,116.252386700238,10,1.29020943243745,6.04474558928785,0.00324339355222347,6.04474558928785,0.00324339355222347,0,0,0,0,0,0,0.0916556742296461,11.590028112085,45225633.2090235,0.117913176823913,0,70.3466920156062,0.720980828837339,17680295.6934999,0.00502099840246391,0.00532707761404715,40444282.2172888,45225633.2090235,70.3466920156062,0,226670283.106196,194601872.221968,32068410.8842284,6.06833537603434,0
2.39483676432879,6,0.314117429522756,3.57977729282269,0.587016608191263,0.99613351235497,1.32738498925512,143.779035705351,572.159088284219,249.904247776396,13.3506791662829,114.809547578138,10,1.31315239536809,6.24148537469154,0.00320798481606266,6.24148537469154,0.00320798481606266,0,0,0,0,0,0,0.0907184249840183,12.0699304813132,43359591.9863285,0.127262496871384,0,74.2884636645534,0.68496621495371,18594289.0285321,0.00501527026740403,0.0052987031533052,39044239.1672739,43359591.9863285,74.2884636645534,0,251389628.945886,218722535.703246,32667093.2426398,6.6955003948056,0
2.479481121678,6,0.341400679945278,1.89304980655844,0.543764046631019,0.959212832846043,1.21492932991023,124.73499407231,567.668226273973,247.767928865352,14.8086389864426,101.196293318786,10,1.16968956484055,5.09616061538218,0.00353567043060556,5.09616061538218,0.00353567043060556,0,0,0,0,0,0,0.0975105689356807,9.05411479739006,45714207.639284,0.127446610691345,0,68.5103876416041,0.653199229825484,12602520.3859251,0.00499035323046441,0.00552746762392265,37749509.4877142,45714207.639284,68.5103876416041,0,206877156.006579,177572308.410379,29304847.5962002,6.05948581808711,0
2.45078919702809,6,0.367286336570789,3.36565550182188,0.541568691719794,0.979198569436136,1.28606926815447,136.275415470212,574.001475760824,249.756571802035,14.4132595449444,117.31383374989,9,1.22481300890096,5.81360644466158,0.00329304839207199,5.81360644466158,0.00329304839207199,0,0,0,0,0,0,0.093417188982554,11.1905418628407,47672818.2338479,0.126188918775059,0,71.7377864130923,0.653593509039192,16959312.2808351,0.00502620010769387,0.00536569682524384,42153055.1070873,47672818.2338479,71.7377864130923,0,230707932.027205,198993614.482134,31714317.5450717,6.27456713200049,0
2.43473606100858,6,0.294044241456678,3.9181123527073,0.560517989623464,1.01311762058079,1.30776754189015,148.622557241724,570.996505533174,249.818907966316,12.7274393459582,110.836377927566,10,1.3023884926312,6.32294565002164,0.00318867648351461,6.32294565002164,0.00318867648351461,0,0,0,0,0,0,0.0899512072932232,12.1194597231386,43505527.089088,0.12062741471041,0,72.9593941307466,0.696903826901275,18782412.1533623,0.00501277038611756,0.00528623212166627,39340670.4328827,43505527.089088,72.9593941307466,0,244140589.819607,211509791.075872,32630798.7437353,6.48190664093011,0
2.35661231782192,7,0.25804480022281,3.86094278772456,0.583953079189924,1.00581861964961,1.30981511858409,147.312906445365,605.882248743575,249.93429993697,12.632771307559,109.448855911948,9,1.34127218258856,6.63388817580352,0.00314350435777613,6.63388817580352,0.00314350435777613,0,0,0,0,0,0,0.0893426583880658,12.7348337790497,35477612.6636032,0.111755886131568,0,72.2395115023104,0.730512411820329,19943848.4030274,0.00500726103227732,0.00525679403258993,32320406.7357473,35477612.6636032,72.2395115023104,0,250296895.600771,216938880.024833,33358015.5759379,6.50335088221847,0
2.46838051607929,6,0.359115909523347,2.26244018807453,0.539901324548586,0.950081677537509,1.29056811015193,128.608872893391,557.480555168232,249.712968203366,14.1809450956859,108.370370206345,10,1.16610269291227,5.33884865183199,0.00344636401997049,5.32077823983652,0.0034346991045948,0.00339619716908733,0.000339619716908733,0,0,0,0,0.0960821764170293,9.90995144035582,50101885.9150726,0.133605553269984,0,72.2477040666171,0.622222078553774,14291403.8302794,0.00505207112661235,0.00550715056938839,42598079.7315974,50101885.9150726,72.2477040666171,0,227663598.011889,197318689.576959,30344908.43493,6.50253039978943,0
2.43954224828724,6,0.318031697953339,2.416269792403,0.544805168405633,0.980874120218173,1.31074048565161,140.575426255779,577.878757676386,249.943895872757,14.1095452242616,117.624613132436,10,1.21371506342765,5.54733106621556,0.00336984288261146,5.54733106621556,0.00336984288261146,0,0,0,0,0,0,0.0945522103017197,10.4818207306344,49052057.6277528,0.128121368790035,0,74.5448142708958,0.630172915172932,15486798.606845,0.00504076875284165,0.00544786680507216,42383999.5057717,49052057.6277528,74.5448142708958,0,242280343.279497,211141056.018657,31139287.2608404,6.78053592717196,0
2.38530496501273,7,0.354230410469691,2.48806991937512,0.54265176516211,1.00574167069824,1.29419963154601,145.769136204935,592.064157023023,249.924264098,13.1028186138195,110.602842849133,8,1.31465132593218,5.76166098580579,0.00332458338382221,5.76166098580579,0.00332458338382221,0,0,0,0,0,0,0.0940241644078053,11.1173905648984,39173324.4870891,0.11005648181717,0,73.5633507244847,0.691453555528472,16765247.9555257,0.00503228618594622,0.00539949246110605,34260188.911085,39173324.4870891,73.5633507244847,0,248694886.381281,216494269.540921,32200616.8403598,6.72329572486855,0
2.35772567526901,7,0.242110892877,3.96095226252053,0.573788203138758,1.05154791823656,1.30063901810915,149.520640413053,588.797262964173,249.989744913258,12.5686929121539,116.314541751031,9,1.33627376737778,6.7518031168724,0.00312479042251507,6.7518031168724,0.00312479042251507,0,0,0,0,0,0,0.0893435936316291,12.8418838386594,36339933.2853737,0.107287876360004,0,73.1139806635545,0.722254899370546,20250600.9241757,0.00500525529530748,0.00524649337731103,33217168.9951601,36339933.2853737,73.1139806635545,0,254633282.596195,221238054.602132,33395227.9940627,6.62484037065015,0
2.44046302851342,6,0.347292116552218,2.04117890229226,0.570972397111546,0.973713077440807,1.29176864674178,127.627997835155,521.663817429615,249.730333073549,14.1890533977961,105.419469639885,11,1.18490544986236,5.26019801400677,0.00345823479525169,5.26019801400677,0.00345823479525169,0,0,0,0,0,0,0.0964593767472005,9.73073488392246,45928983.3089763,0.13157147003292,0,71.7054517133507,0.653868305538932,14040892.9158888,0.00505686215283544,0.00553748160770541,38676990.4328303,45928983.3089763,71.7054517133507,0,228071353.559194,197738042.709208,30333310.8499854,6.51884140465675,0
2.49233385259604,6,0.323381194855929,1.82668057083699,0.567566804846903,0.883098576474342,1.30881619373626,130.419685885464,553.300918482834,235.233379260597,14.1572409580698,116.530608826449,10,1.14024850850182,4.954102033347,0.00369402786397152,4.954102033347,0.00369402786397152,0,0,0,0,0,0,0.0981066275128939,8.48461798485875,36058552.4416046,0.127071652219008,0,63.4008309056888,0.698060949801969,11518644.5867247,0.00449812819470832,0.00505193824381089,28854862.6918138,36058552.4416046,63.4008309056888,0,171092677.881243,142337272.071532,28755405.8097101,4.94993091085044,0
2.49067735066228,6,0.336499351448976,2.55758956846133,0.534232728733175,0.966455726596338,1.31532942029207,140.768335096298,564.538351561011,249.856308289726,14.1543262841265,108.572099414356,9,1.1873552489072,5.50595024085622,0.00338220993733014,5.50595024085622,0.00338220993733014,0,0,0,0,0,0,0.0950115127826241,10.4357389723149,47173352.7264517,0.124531818705871,0,71.647158298466,0.654364004152373,15337310.0182058,0.00504202115935674,0.00545731156676111,40642526.283037,47173352.7264517,71.647158298466,0,228813380.777574,197802051.948995,31011328.8285785,6.37838039905953,0
2.32630766400136,7,0.226951341660808,3.95968372145364,0.589313006123758,1.06136332602967,1.29236066926989,150.823310653319,600.08806475001,249.9851121812,12.381934667855,117.246075138289,9,1.3393433996522,6.79640047000474,0.00312157177768258,6.79640047000474,0.00312157177768258,0,0,0,0,0,0,0.0893377587708148,12.9010391848935,34032400.6874501,0.10626443720003,0,71.723873234106,0.735425703062989,20295302.079615,0.00500522392017214,0.00524593605650962,31107599.0604025,34032400.6874501,71.723873234106,0,249044283.639112,215543332.114423,33500951.524689,6.43394656881836,0
2.36112720357651,7,0.281147869750026,3.77466647534544,0.574358011003994,1.01197718408313,1.30948927653416,146.585267424997,601.690956161551,249.99286210763,12.6556416152634,115.039401322693,9,1.32163441128981,6.50384693997579,0.00316203249204193,6.50384693997579,0.00316203249204193,0,0,0,0,0,0,0.089358926436436,12.5293077714632,36695368.6254268,0.111996267594096,0,72.354107663845,0.702409202552996,19636896.8628476,0.00500924592555901,0.00526810114026458,33327819.2555439,36695368.6254268,72.354107663845,0,249428380.32574,216216003.30502,33212377.0207196,6.5101032416359,0
2.39843566412325,7,0.297915868807579,3.68900153372702,0.555645566437392,0.998602585591347,1.3139227569476,147.156491107441,572.742896613306,249.93012195095,13.2701794534376,115.027347369325,9,1.24805542617458,6.27434343918329,0.00320789057409059,6.27434343918329,0.00320789057409059,0,0,0,0,0,0,0.0906281430140654,12.1437587492757,35284286.6588459,0.109116143190306,0,69.1729952203777,0.703909567345252,18627798.0719172,0.00501602590725178,0.00530035486165664,31760830.5299246,35284286.6588459,69.1729952203777,0,232761191.958998,199837537.2134,32923654.7455983,6.06972520996068,0
2.42647513179321,6,0.279960759090164,3.95959332380735,0.570462636603494,1.01826393502009,1.31216588956491,147.394796619804,570.962533025436,249.939996047901,12.6433575518404,111.201491765968,9,1.33036689457833,6.38709110340095,0.00317883944954707,6.38709110340095,0.00317883944954707,0,0,0,0,0,0,0.0894593877532408,12.2753788886376,42099942.1416677,0.119306089163722,0,72.6998162473172,0.726154106508615,19048856.7690272,0.00501166424858454,0.0052800935479918,38126629.9359631,42099942.1416677,72.6998162473172,0,244696851.600028,211924760.380766,32772091.2192619,6.46662304711904,0
2.43348283250324,6,0.320360123349538,3.75113583650861,0.545262561593176,0.960954024785736,1.31503067966564,141.994503891164,569.48473219372,249.893045253345,13.2713805541051,117.789906710595,9,1.23460700784191,6.10945172497535,0.00322875589096992,6.10945172497535,0.00322875589096992,0,0,0,0,0,0,0.0913736571580471,11.7743909168924,45598582.2755411,0.127583960102202,0,72.2434340056302,0.67636589081887,18046321.9337997,0.00501842858005013,0.00531430097084883,40908615.6057626,45598582.2755411,72.2434340056302,0,236869107.770016,204612499.63157,32256608.1384463,6.3432738728563,0
2.44144779888355,6,0.325281116121986,3.86628474085995,0.560906308096357,1.01194263016597,1.30899035284264,145.881563460588,568.08833396247,249.971522962703,12.7335483304994,115.46807217705,10,1.30088149777973,6.21377648951871,0.00320985300370617,6.21377648951871,0.00320985300370617,0,0,0,0,0,0,0.0910488969298522,12.0374041003706,43662039.4326041,0.120856740683033,0,72.6666831576111,0.699560767011782,18558148.4810964,0.00501451320571931,0.00529628182989988,39366609.8949649,43662039.4326041,72.6666831576111,0,242055698.991481,209507768.585492,32547930.4059887,6.43689985729304,0
2.45285277776469,6,0.337795513761546,2.65456330667607,0.559620191264766,0.992429334376043,1.3056854302303,139.660856145269,560.677726183303,249.913537811502,14.1577939463292,107.520236074341,10,1.21472460759357,5.61984256841723,0.0033510020764837,5.61984256841723,0.0033510020764837,0,0,0,0,0,0,0.0942685171972397,10.7194696648442,45517445.9640367,0.126347128734786,0,72.384479370975,0.648121775566459,15974851.0958742,0.00503656436787148,0.00542724474728379,39531147.9449293,45517445.9640367,72.384479370975,0,235168233.068933,203735166.589403,31433066.4795297,6.48155555303783,0
2.46208336282625,6,0.30446329451575,3.43180480140238,0.544314930126988,0.979115193853492,1.28812496230884,136.259287565878,573.434263414943,249.921237938735,13.9979359093863,115.881922037757,9,1.24819206998241,5.96888441990707,0.00325990182175926,5.96888441990707,0.00325990182175926,0,0,0,0,0,0,0.0918059356308038,11.3910186136179,47518663.4233782,0.125699282655516,0,72.4865530307324,0.674231578984451,17373649.3548057,0.0050237212838612,0.0053448769386987,42273910.2421111,47518663.4233782,72.4865530307324,0,235315265.776761,203360078.280931,31955187.4958299,6.36391441319096,0
2.47580576671596,6,0.332364414303801,2.11742700594967,0.53736715230835,0.955409239003814,1.32178853073107,135.177352081355,577.28757976178,223.552163935408,13.8354785112453,103.333916818297,10,1.16731765000729,4.94073001622582,0.00372729084169661,4.94073001622582,0.00372729084169661,0,0,0,0,0,0,0.0979542385766601,8.49689885971861,32807971.3186114,0.10585878608221,0,60.6506010184118,0.723470237302766,11536936.0803155,0.00408727479472162,0.00459118535677863,26279893.132609,32807971.3186114,60.6506010184118,0,149491551.43056,120697606.142178,28793945.2883819,4.1917703507924,0
2.47588366765071,6,0.358745731813219,2.48036597870465,0.534756316105665,0.99816191063567,1.29188564112454,127.853093744769,540.954627154714,249.782323061649,14.1714956642416,104.04388074356,10,1.19912354403526,5.36137446428814,0.00342081959887081,5.36137446428814,0.00342081959887081,0,0,0,0,0,0,0.0959907941529502,10.0080064154197,47523362.0007341,0.121609301682645,0,69.806974930918,0.670206692899228,14578910.2512619,0.0050494728280638,0.00549406102102531,40563192.4238389,47523362.0007341,69.806974930918,0,217870069.104149,187381126.159151,30488942.9449985,6.14587152126538,0
2.48909700827686,6,0.369857674387231,2.15247215431211,0.544716471676711,0.97330039325388,1.29421339731776,142.332314086065,579.706202716828,249.94072273978,14.1948867246615,114.905225500695,10,1.16164294737626,5.28505826132557,0.00345013905585815,5.28505826132557,0.00345013905585815,0,0,0,0,0,0,0.0966564725112711,9.81860996342456,46439897.9030486,0.126042787188838,0,71.2636720155969,0.630232932485374,14218712.5980877,0.00505444891083758,0.00552352617652747,39300484.5026243,46439897.9030486,71.2636720155969,0,225802556.297824,195414491.97042,30388064.3274041,6.43063308886689,0
2.49917979274602,6,0.351766837154123,2.94726928268098,0.520672686475289,0.940127273872148,1.28491982377059,133.281831065017,561.126256461766,249.994804458531,14.1202587905079,109.311347732793,10,1.18422041674287,5.57880689122642,0.00335487325719058,5.57880689122642,0.00335487325719058,0,0,0,0,0,0,0.0944419740853722,10.5843840970205,48605170.5916258,0.127834375754817,0,70.3379696681461,0.665596233102833,15741881.7121637,0.00503671334238448,0.00542877937943923,42200137.7488698,48605170.5916258,70.3379696681461,0,221048098.400367,189997719.090692,31050379.3096749,6.11901443121795,0
