d_o_mm,n_orf,PF_tau,PF_gain,Cd0,CdInf,p_exp,Lori_mm,hA_W_perK,Dp_mm,d_w_mm,D_m_mm,n_turn,mu_ref,A_o,Qcap_big
2.80340208748996,5,0.0549288626279882,1.335768445722,0.503924915213384,0.851083935125937,1.07952086655039,139.829101526566,598.092091972891,161.973619263592,14.4073656294569,89.49932456004,7,1.97766697323145,3.08624692684116e-05,0.0402910512054373
2.80658436541072,5,0.0611648919420089,1.11375874767209,0.500606022212295,0.849922362946118,1.08575882338185,139.884324111545,730.5744126209,161.99800423706,14.4182991467994,89.1495398790105,7,2.00473764403544,3.09325760134411e-05,0.040327461034763
2.80118354930055,5,0.0535959826806308,1.29808084396126,0.503543317616352,0.852646975568621,1.08008684629212,139.98261502212,547.393145475016,161.996037673033,14.5027719152319,90.1438531994892,7,2.07941474181452,3.08136411145797e-05,0.0403011845155106
2.8,5,0.062908645129257,1.18878814937202,0.5,0.857079078108548,1.08166953634029,140,632.344940693174,162,15.6503734644676,89.0079013280052,7,2.33585060047295,3.078760800518e-05,0.0404764464210968
2.80207185203416,5,0.0511365647488256,1.30959428047197,0.504674011115932,0.853697509293768,1.0780996355341,139.763564093352,569.133639039584,161.982048290294,14.2836809885111,89.6354534486565,7,1.94681359090766,3.08331872679751e-05,0.0403764349351268
2.8024620203849,5,0.0480909072958408,1.12475890772889,0.502758529303214,0.849711284437901,1.07527075955421,139.892844175103,546.87357119584,161.978510267544,14.4548468125302,88.9245905814096,7,2.02428913067049,3.08417744648884e-05,0.0401990951745726
2.8032839681859,5,0.0474400564080535,1.32605163015566,0.504420678876945,0.854107941986111,1.08340589983634,139.783000186528,546.080518784875,161.964624119033,14.485162505616,89.4483683722612,7,1.82203503410141,3.08598685878966e-05,0.0404308030512068
2.81196820911258,5,0.0629631406947778,1.18526904348115,0.500996476966784,0.860504997996766,1.0746970390045,139.969537253488,586.626732694081,161.998132506859,14.231077395147,80.7022103470144,7,1.99356734089189,3.10513651643788e-05,0.0409863864592498
2.80136227358661,5,0.0524655906277052,1.20283020393211,0.501762402553525,0.858903813406978,1.08915490752462,139.923415812652,588.323066620241,161.986314526196,15.3819605475268,88.4791505991084,7,2.15853869211229,3.08175732536908e-05,0.0406021005981039
2.80440656458644,5,0.0580398422400384,1.06066073550482,0.501210210251187,0.857877280615079,1.08511369751125,139.883318371936,581.481234552746,161.945286661058,14.7824104941624,87.6612943972365,7,2.16365433736166,3.08845896752736e-05,0.0406417628364964
