d_o_mm,n_orf,PF_tau,PF_gain,Cd0,CdInf,p_exp,Lori_mm,hA_W_perK,Dp_mm,d_w_mm,D_m_mm,n_turn,mu_ref,f1,f2,pen,pen_dP,pen_Qcap,pen_cav,pen_T,pen_mu,x10_max_damperli,a10abs_max_damperli,dP95_worst,Qcap95_worst,cav_pct_worst,T_end_worst,mu_end_worst,PF_p95_worst,Q_q50_worst,Q_q95_worst,dP_orf_q50_worst,dP_orf_q95_worst,T_oil_end_worst,T_steel_end_worst,energy_tot_sum,E_orifice_sum,E_struct_sum,E_ratio,P_mech_sum
2.80340208748996,5,0.0549288626279882,1.335768445722,0.503924915213384,0.851083935125937,1.07952086655039,139.829101526566,598.092091972891,161.973619263592,14.4073656294569,89.49932456004,7,1.97766697323145,5.43939207650988,0.00534842580803331,0,0,0,0,0,0,0.124620674817588,8.29002461792723,16897668.4737899,0.0802559706826986,0,46.0524128623862,0.721084333998845,2849016.9067682,0.00219876782203313,0.00322164557885166,8177139.47301443,16897668.4737899,46.0524128623862,0,46774920.4904335,26532509.5905717,20242410.8998618,1.3107386131932,0
2.80218051827491,5,0.0489957079518023,1.16742167838947,0.504622474456486,0.850599905426364,1.08151924226229,139.765823055688,629.979022181568,161.976444554925,14.6796861772083,89.2190332764499,7,2.0055861024084,5.43939207650988,0.00534842580803331,0,0,0,0,0,0,0.124620674817588,8.29002461792723,16897668.4737899,0.0802559706826986,0,46.0364471653017,0.721203013781659,2849016.9067682,0.00219876782203313,0.00322164557885166,8177139.47301443,16897668.4737899,46.0364471653017,0,46774920.4904335,26532509.5905717,20242410.8998618,1.3107386131932,0
2.80658436541072,5,0.0611648919420089,1.11375874767209,0.500606022212295,0.849922362946118,1.08575882338185,139.884324111545,730.5744126209,161.99800423706,14.4182991467994,89.1495398790105,7,2.00473764403544,5.43939207650988,0.00534842580803331,0,0,0,0,0,0,0.124620674817588,8.29002461792723,16897668.4737899,0.0802559706826986,0,45.972735093317,0.721676819957155,2849016.9067682,0.00219876782203313,0.00322164557885166,8177139.47301443,16897668.4737899,45.972735093317,0,46774920.4904335,26532509.5905717,20242410.8998618,1.3107386131932,0
2.80118354930055,5,0.0535959826806308,1.29808084396126,0.503543317616352,0.852646975568621,1.08008684629212,139.98261502212,547.393145475016,161.996037673033,14.5027719152319,90.1438531994892,7,2.07941474181452,5.43939207650988,0.00534842580803331,0,0,0,0,0,0,0.124620674817588,8.29002461792723,16897668.4737899,0.0802559706826986,0,46.0843895833591,0.720846700086264,2849016.9067682,0.00219876782203313,0.00322164557885166,8177139.47301443,16897668.4737899,46.0843895833591,0,46774920.4904335,26532509.5905717,20242410.8998618,1.3107386131932,0
2.80268826041891,5,0.0649106941862207,1.16263127245852,0.50348539485879,0.851168601549329,1.08010556816871,139.845409007864,663.948604111212,161.967506232701,14.4457809902173,89.1178566080315,7,1.97298238355278,5.43939207650988,0.00534842580803331,0,0,0,0,0,0,0.124620674817588,8.29002461792723,16897668.4737899,0.0802559706826986,0,46.0045610179628,0.721440099329143,2849016.9067682,0.00219876782203313,0.00322164557885166,8177139.47301443,16897668.4737899,46.0045610179628,0,46774920.4904335,26532509.5905717,20242410.8998618,1.3107386131932,0
2.8,5,0.062908645129257,1.18878814937202,0.5,0.857079078108548,1.08166953634029,140,632.344940693174,162,15.6503734644676,89.0079013280052,7,2.33585060047295,5.4419134007885,0.00534820191098647,0,0,0,0,0,0,0.124419381086199,8.29516020038515,16868706.8009111,0.0793549989253469,0,46.0298877930612,0.721279290098142,2842597.63679434,0.00219875113259036,0.00322295487322983,8168646.55919272,16868706.8009111,46.0298877930612,0,46763249.130523,26522700.3778507,20240548.7526723,1.31037457046953,0
2.80088614046042,5,0.0508529503139144,1.12453502756631,0.503343472944237,0.851850120557488,1.08148879956779,139.931527132498,590.816252517728,161.971225888378,14.6267800157094,89.5528199890831,7,2.0802565916759,5.43939207650988,0.00534842580803331,0,0,0,0,0,0,0.124620674817588,8.29002461792723,16897668.4737899,0.0802559706826986,0,46.0524128623862,0.721084333998845,2849016.9067682,0.00219876782203313,0.00322164557885166,8177139.47301443,16897668.4737899,46.0524128623862,0,46774920.4904335,26532509.5905717,20242410.8998618,1.3107386131932,0
2.80207185203416,5,0.0511365647488256,1.30959428047197,0.504674011115932,0.853697509293768,1.0780996355341,139.763564093352,569.133639039584,161.982048290294,14.2836809885111,89.6354534486565,7,1.94681359090766,5.43939207650988,0.00534842580803331,0,0,0,0,0,0,0.124620674817588,8.29002461792723,16897668.4737899,0.0802559706826986,0,46.0683936630678,0.720965562788975,2849016.9067682,0.00219876782203313,0.00322164557885166,8177139.47301443,16897668.4737899,46.0683936630678,0,46774920.4904335,26532509.5905717,20242410.8998618,1.3107386131932,0
2.8024620203849,5,0.0480909072958408,1.12475890772889,0.502758529303214,0.849711284437901,1.07527075955421,139.892844175103,546.87357119584,161.978510267544,14.4548468125302,88.9245905814096,7,2.02428913067049,5.43939207650988,0.00534842580803331,0,0,0,0,0,0,0.124620674817588,8.29002461792723,16897668.4737899,0.0802559706826986,0,46.0843895833591,0.720846700086264,2849016.9067682,0.00219876782203313,0.00322164557885166,8177139.47301443,16897668.4737899,46.0843895833591,0,46774920.4904335,26532509.5905717,20242410.8998618,1.3107386131932,0
2.80324913635506,5,0.0505772090673426,1.28444980821415,0.504793487270982,0.853194087924737,1.08131856550621,139.74758236447,629.796461571239,161.976677987395,14.3411841060249,89.2856985303168,7,1.98086796748564,5.43939207650988,0.00534842580803331,0,0,0,0,0,0,0.124620674817588,8.29002461792723,16897668.4737899,0.0802559706826986,0,46.0364471653017,0.721203013781659,2849016.9067682,0.00219876782203313,0.00322164557885166,8177139.47301443,16897668.4737899,46.0364471653017,0,46774920.4904335,26532509.5905717,20242410.8998618,1.3107386131932,0
2.8032839681859,5,0.0474400564080535,1.32605163015566,0.504420678876945,0.854107941986111,1.08340589983634,139.783000186528,546.080518784875,161.964624119033,14.485162505616,89.4483683722612,7,1.82203503410141,5.43939207650988,0.00534842580803331,0,0,0,0,0,0,0.124620674817588,8.29002461792723,16897668.4737899,0.0802559706826986,0,46.0843895833591,0.720846700086264,2849016.9067682,0.00219876782203313,0.00322164557885166,8177139.47301443,16897668.4737899,46.0843895833591,0,46774920.4904335,26532509.5905717,20242410.8998618,1.3107386131932,0
2.80452798572702,5,0.0578714364485449,1.0556534641638,0.501197618655527,0.864270371312254,1.1036759590303,139.883278618155,594.762502110118,161.962460843446,14.9676436959718,88.5314885437438,7,2.26161731504623,5.43867966620172,0.0053494393658767,0,0,0,0,0,0,0.124627118257715,8.29385555993588,16841455.2744062,0.0792873722630958,0,46.0499390625772,0.721181046618847,2844527.46652885,0.00219879718643313,0.00322020825759611,8171748.87897841,16841455.2744062,46.0499390625772,0,46762926.3599284,26519802.6319175,20243123.728011,1.31006474041461,0
2.81196820911258,5,0.0629631406947778,1.18526904348115,0.500996476966784,0.860504997996766,1.0746970390045,139.969537253488,586.626732694081,161.998132506859,14.231077395147,80.7022103470144,7,1.99356734089189,5.43871598885677,0.00534907355153362,0,0,0,0,0,0,0.124569159197528,8.30781437258609,16673339.7544878,0.0793212360198427,0,46.021486292608,0.721563848834663,2845445.13086808,0.002198802841417,0.00322158361341882,8115822.07617156,16673339.7544878,46.021486292608,0,46661294.2919632,26417336.4939834,20243957.7979798,1.30494919805749,0
2.80136227358661,5,0.0524655906277052,1.20283020393211,0.501762402553525,0.858903813406978,1.08915490752462,139.923415812652,588.323066620241,161.986314526196,15.3819605475268,88.4791505991084,7,2.15853869211229,5.4419134007885,0.00534820191098647,0,0,0,0,0,0,0.124419381086199,8.29516020038515,16868706.8009111,0.0793549989253469,0,46.0458489251476,0.721160636274623,2842597.63679434,0.00219875113259036,0.00322295487322983,8168646.55919272,16868706.8009111,46.0458489251476,0,46763249.130523,26522700.3778507,20240548.7526723,1.31037457046953,0
2.80241036503548,5,0.0504078105048834,1.19519621998483,0.50464826950439,0.851670300948885,1.08135092198589,139.747860032872,629.924400499946,161.976549566932,14.5614802864174,89.2314873678372,7,1.98394575764424,5.43939207650988,0.00534842580803331,0,0,0,0,0,0,0.124620674817588,8.29002461792723,16897668.4737899,0.0802559706826986,0,46.0364471653017,0.721203013781659,2849016.9067682,0.00219876782203313,0.00322164557885166,8177139.47301443,16897668.4737899,46.0364471653017,0,46774920.4904335,26532509.5905717,20242410.8998618,1.3107386131932,0
2.80440656458644,5,0.0580398422400384,1.06066073550482,0.501210210251187,0.857877280615079,1.08511369751125,139.883318371936,581.481234552746,161.945286661058,14.7824104941624,87.6612943972365,7,2.16365433736166,5.43867966620172,0.0053494393658767,0,0,0,0,0,0,0.124627118257715,8.29385555993588,16841455.2744062,0.0792873722630958,0,46.0659167291145,0.721062318513658,2844527.46652885,0.00219879718643313,0.00322020825759611,8171748.87897841,16841455.2744062,46.0659167291145,0,46762926.3599284,26519802.6319175,20243123.728011,1.31006474041461,0
