d_o_mm,n_orf,PF_tau,PF_gain,Cd0,CdInf,p_exp,Lori_mm,hA_W_perK,Dp_mm,d_w_mm,D_m_mm,n_turn,mu_ref,PF_t_on,f1,f2,PFA_w,IDR_w,pen,pen_dP,pen_Qcap,pen_cav,pen_T,pen_mu,x10_max_damperli,a10abs_max_damperli,dP95_worst,Qcap95_worst,cav_pct_worst,T_end_worst,mu_end_worst,PF_p95_worst,Q_q50_worst,Q_q95_worst,dP_orf_q50_worst,dP_orf_q95_worst,T_oil_end_worst,T_steel_end_worst,energy_tot_sum,E_orifice_sum,E_struct_sum,E_ratio,P_mech_sum
2.2579907458168,9,0.646459978337463,3.65038516106211,0.716524953226177,0.888544939491921,1.16265134089442,171.957226559334,626.535674422426,180.082117069056,11.3629166424429,118.410409348572,11,1.49445388864643,2.17457485522696,3.62809160799899,0.00288071114088744,3.62809160799899,0.00288071114088744,0,0,0,0,0,0,0.0651523438610277,6.02404175780643,4127122.99242676,0.0583472498704658,0,56.3700683220865,0.997656969113042,8612508.37897711,0.00262410508750496,0.00285044955460611,1852117.93059747,4127122.99242676,56.3700683220865,0,61464511.1352621,40870814.1145784,20593697.0206837,1.98462733881775,0
2.30116965608958,9,0.70698054796586,3.65539584784686,0.700622324621261,0.887454440798704,1.21112845351531,166.454863417039,628.272959099389,187.011455314331,10.6845682095657,118.285834922458,12,1.76292013047212,2.13643865000614,3.67527675913484,0.00274332535775969,3.67527675913484,0.00274332535775969,0,0,0,0,0,0,0.0648937483622379,6.29071755008264,4383667.01381595,0.0595724886199214,0,58.4195145662804,1.13333214970303,9129119.73668112,0.00282483186684108,0.00304109052034823,1876418.70918257,4383667.01381595,58.4195145662804,0,70723684.6282403,49785002.889033,20938681.7392073,2.37765698476669,0
2.15472272742557,9,0.59396672075767,4.00175333214202,0.734973998604006,0.86113019722875,1.23168041895599,176.908618784123,600.167861459365,197.095897443427,10.2841592822739,113.035600273722,10,1.67259148506216,2.2373190297457,3.904170115258,0.00234816846783068,3.904170115258,0.00234816846783068,0,0,0,0,0,0,0.0617258219065219,7.08866648154017,4292990.077772,0.0761098793645253,0,67.3448739746795,0.951507153867833,10961914.9738178,0.00311509594610825,0.00328060793061086,1666266.25581331,4292990.077772,67.3448739746795,0,103398014.990282,81711935.3081117,21686079.6821698,3.7679440685305,0
2.20695444193103,10,0.660824745691324,4.36781745513953,0.8168998965361,0.86813925611374,1.24618086540073,189.768299863604,624.476593761748,234.821805497827,10.7390675106495,109.433736098947,11,1.73336851064201,2.18520626480068,4.34701855542251,0.00189055690074741,4.34701855542251,0.00189055690074741,0,0,0,0,0,0,0.0534293279162331,8.15733221025476,4940828.04701367,0.0892803600068111,0,71.0670418153622,0.961504767406708,13213297.3460105,0.00439753409477597,0.00452914227420469,1737774.83728658,4940828.04701367,71.0670418153622,0,159341225.390499,137563831.40257,21777393.9879289,6.31681786529743,0
2.20324205137287,10,0.605245769858046,4.13670035721732,0.781696446862615,0.880830513127572,1.27064055737406,191.321637224796,587.064523889773,234.175964092519,10.4605119069824,112.259146250265,10,1.63316863830311,2.18437741666889,4.29162988544742,0.00194362593935289,4.29162988544742,0.00194362593935289,0,0,0,0,0,0,0.0546905379593943,8.02781330963924,5038319.6743732,0.0878437946262277,0,73.2170816617132,0.881573611368439,12912906.6056818,0.00436467371390741,0.00450748757292311,1802042.35082447,5038319.6743732,73.2170816617132,0,169708657.076293,147890042.404336,21818614.6719575,6.77815913740905,0
2.21413172334197,10,0.622643478647103,4.44931345160088,0.822292021577075,0.904482329567566,1.25640376900785,181.101202142107,608.30206132405,231.449556866379,10.3843053079181,112.120959113456,10,1.74545438455552,2.20936601304929,4.29891416274796,0.00193413285472222,4.29891416274796,0.00193413285472222,0,0,0,0,0,0,0.0542702557717411,8.05157723549304,4894015.41128403,0.0836708198106963,0,68.7746175215172,0.990590310972636,12953602.1737355,0.00425365985701222,0.00439093806830077,1747980.22182235,4894015.41128403,68.7746175215172,0,145919787.738508,124106276.866888,21813510.8716194,5.68942237667747,0
2.17038405711217,10,0.659140502956632,4.35794783009591,0.8080539598291,0.870220375000354,1.25939252284595,188.766863197847,627.912758095964,231.735943712491,11.9097659018335,112.333552136571,11,1.72664787384711,2.17891866258081,4.36755406823051,0.00187240170284868,4.36755406823051,0.00187240170284868,0,0,0,0,0,0,0.0536072991564592,8.22053992473526,4781564.17523452,0.0910278186192865,0,73.5850929155436,0.930539810370928,13318606.4244012,0.00428449621310208,0.00441027554616032,1680334.05905804,4781564.17523452,73.5850929155436,0,164737925.715617,142970236.043841,21767689.6717764,6.56800230982773,0
2.25763374417976,9,0.639114010140962,3.40549259563769,0.718445472054334,0.882690425312326,1.21677129765961,163.639570973106,582.828002734499,183.572809800453,11.0839893472273,110.892112023542,10,1.56747972689375,2.23414172796808,3.63416644325913,0.00287806153617098,3.63416644325913,0.00287806153617098,0,0,0,0,0,0,0.0650763494760695,6.03755739079394,4412656.53042379,0.0616610793448901,0,58.2759577258191,1.00568357104636,8615193.01279765,0.00274167197121845,0.00297849418608071,1926420.15963878,4412656.53042379,58.2759577258191,0,67288864.2984045,46693385.7027994,20595478.5956051,2.26716681945732,0
2.26113115444963,9,0.682088540764295,4.06161704318006,0.770056666304823,0.886813978355737,1.26329933275088,186.654913883274,620.891590075021,221.966279668112,10.6965402154091,108.69203298174,11,1.66094369642669,2.20477268915839,4.09591055970145,0.00213711392075898,4.09591055970145,0.00213711392075898,0,0,0,0,0,0,0.058315669967946,7.58337813001093,4968714.16306078,0.0840035622085473,0,70.3444976852579,0.915117156515053,12049273.2143417,0.00394089724281508,0.00410384237499227,1850408.19641051,4968714.16306078,70.3444976852579,0,146836136.894302,124990208.014264,21845928.8800379,5.72144167916229,0
2.20848758886412,10,0.632378727170994,4.1578909392084,0.796408010325767,0.85083722969238,1.21938018976145,197.681313154917,616.246159787702,187.512323754788,10.5127494423637,119.502706016825,11,1.77939947548801,2.21495756572478,3.87080322513494,0.00238364047334247,3.87080322513494,0.00238364047334247,0,0,0,0,0,0,0.0619974045186138,7.0363647521271,3596232.63157628,0.0604240107886287,0,58.1448524313286,1.16988281221685,10877726.2004595,0.00284015713054268,0.00299480985047198,1547097.03291816,3596232.63157628,58.1448524313286,0,59846319.1254174,38190341.7969958,21655977.3284216,1.76350119035608,0
2.21818817948871,10,0.713172332966642,4.04301064456012,0.734440646341422,0.876519697030199,1.26563301485194,175.603013877777,601.900165932318,220.973872645913,10.4062954633548,120.196893765038,10,1.58025434222321,2.20150897174368,4.07691845993958,0.00215495477341048,4.07691845993958,0.00215495477341048,0,0,0,0,0,0,0.058545692081536,7.56149862142208,4956152.2932675,0.0793531603786347,0,69.6502312378539,0.895431658616566,11990715.7606566,0.00390711412455066,0.0040718116265446,1849502.54025058,4956152.2932675,69.6502312378539,0,141717009.999521,119881504.482585,21835505.5169365,5.49020971323974,0
