d_o_mm,n_orf,PF_tau,PF_gain,Cd0,CdInf,p_exp,Lori_mm,hA_W_perK,Dp_mm,d_w_mm,D_m_mm,n_turn,mu_ref,f1,f2,pen,pen_dP,pen_Qcap,pen_cav,pen_T,pen_mu,x10_max_damperli,a10abs_max_damperli,dP95_worst,Qcap95_worst,cav_pct_worst,T_end_worst,mu_end_worst,PF_p95_worst,Q_q50_worst,Q_q95_worst,dP_orf_q50_worst,dP_orf_q95_worst,T_oil_end_worst,T_steel_end_worst,energy_tot_sum,E_orifice_sum,E_struct_sum,E_ratio,P_mech_sum
2,6,0.12,2.13861335736052,0.588912717030077,0.875258971948585,1.46073444756162,177.652873807792,547.609420270011,195,14.4186522338493,117.274557059243,11,1.57731351753804,4.12830329810623,0.00255635408284439,0,0,0,0,0,0,0.0669320322976824,7.78884135243455,33876119.9923886,0.125044344324938,0,73.7870744061486,0.848548243919672,9961084.55396447,0.003036399646188,0.00318165718561945,30913642.7246532,33876119.9923886,73.7870744061486,0,166671982.320927,150973989.718154,15697992.6027732,9.61740736783653,0
2.15804274298743,5,0.12,2.00440956445288,0.556009121528598,0.827495648124805,1.08871633912034,124.099200532819,626.536415526635,195,15.3042577758457,120.087977151262,15,1.06717459319727,3.38166440837272,0.00292557698699831,0,0,0,0,0,0,0.0669774287637674,5.41033268044919,41357118.1593342,0.143305178952685,0,59.7209598647759,0.668591302188017,6257620.17655064,0.0030630885203177,0.00331193891929759,35638383.3861591,41357118.1593342,59.7209598647759,0,107955901.237288,95148903.6428809,12806997.5944072,7.42944651480472,0
2.1967720198214,4,0.107041674289021,1.78361358014171,0.569735850148942,0.924281923797665,1.17630475631096,136.847044537556,658.318519348604,187.658035710433,12.6834652569381,117.215587847661,11,1.26722655753561,3.36443960462208,0.0029603115239984,0,0,0,0,0,0,0.0672790709242516,5.34451894835187,49569700.6718659,0.143991800143859,0,65.1265933765447,0.741928677367604,6063022.40233932,0.00284910642896607,0.00308977146366294,42494874.0934783,49569700.6718659,65.1265933765447,0,113812875.502165,101232399.688225,12580475.8139398,8.0467862412688,0
2.00013398541173,7,0.119998397502639,2.18364708177637,0.600217612887538,0.877541959356474,1.49001696643907,179.473888933166,542.618439885632,194.874983203383,14.6259215873884,117.292279673784,12,1.58434267491653,4.15139897568305,0.00255368826756615,0,0,0,0,0,0,0.0669135600051954,7.86945039400268,24252198.7896343,0.107153333849445,0,66.6641255570486,0.930875253156547,10076359.1728328,0.00303597146939156,0.00318083987873763,22123908.3592248,24252198.7896343,66.6641255570486,0,139395729.674602,123574845.677186,15820883.9974157,7.81086857708908,0
2.10217317596356,5,0.119311071353367,2.05056184760353,0.57799393701238,0.867271255877013,1.4231752664377,173.871248379667,565.528615780255,194.881651026782,13.8522492757201,113.162335862417,13,1.47558269957234,3.8246441344601,0.00262476777268426,0,0,0,0,0,0,0.0669593561758451,6.80687745421124,41851820.4660869,0.138979685204483,0,73.7042139120199,0.796371357227728,8856442.89216013,0.00304339887275456,0.00321199297244984,37688007.8147233,41851820.4660869,73.7042139120199,0,163181750.527387,148220997.499998,14960753.0273891,9.90732199299363,0
2.15808738230911,4,0.114622695543523,1.86337807456552,0.566639788135896,0.84980904201111,1.15525983208798,125.592535907487,628.65452306905,177.556876846771,13.0425414917738,122.152331257108,14,1.12002823504416,3.29516801371282,0.00307809629568398,0,0,0,0,0,0,0.067829737472904,5.10454992866975,44978193.6773016,0.148223652068576,0,59.7296609568118,0.70034975926373,5312959.52642235,0.0025617340432706,0.00280652401535065,37797148.7103411,44978193.6773016,59.7296609568118,0,88837744.1975891,77075958.6368227,11761785.5607663,6.55308313849252,0
2.38658250496703,4,0.12,1.98481571003426,0.557200256045968,0.862201354725615,1.1240094353978,135.715540204083,467.945530537203,195,13.3447903922947,107.727816796971,8,1.26268454082857,3.33130706642435,0.00298868273681813,0,0,0,0,0,0,0.067655174078058,5.23568192301831,42109229.0885612,0.139774709044331,0,57.2429589596386,0.821999974324719,5809166.84291886,0.00306759018502618,0.00333660609844366,35879524.1850947,42109229.0885612,57.2429589596386,0,97936175.6012445,85687009.6849617,12249165.9162829,6.99533423504841,0
2.00007092329826,6,0.119909772290453,2.18196222642862,0.585910055768439,0.859575394546092,1.48670638460932,179.506321214135,534.131590385506,194.969692085801,13.4987906601654,116.384651422397,10,1.58944563414523,4.16549728870859,0.0025502465924056,0,0,0,0,0,0,0.0669322020724109,7.93868337144421,33904650.3555227,0.127840221184214,0,73.9792556188798,0.846430914544517,10076536.6300896,0.00303571545773445,0.00317886893775096,30975417.6352005,33904650.3555227,73.9792556188798,0,167431086.548468,151675450.374084,15755636.1743833,9.62674237303662,0
2.01426676805893,6,0.118920774590691,2.10170538654474,0.578256895857315,0.876894712319186,1.41656240215778,173.850244686718,563.35923204647,194.825687035735,14.119322991308,116.759931183466,13,1.45482991858784,3.97706528207141,0.00258641737881162,0,0,0,0,0,0,0.0669593561758451,7.271872256258,35100994.6597608,0.125524152277101,0,72.3790406418869,0.783202518660738,9475985.61962482,0.00303924722698192,0.00319386553000286,31862086.0529357,35100994.6597608,72.3790406418869,0,161772818.189304,146358664.643911,15414153.5453925,9.49508282844763,0
2.01865131671607,6,0.118216709827379,2.13865573927728,0.568269477231963,0.889136724281248,1.37452571386584,174.063782837705,565.672549781174,194.644465914756,14.4439659381727,115.101417093767,11,1.47292143573518,3.99855559529805,0.00258239479627257,0,0,0,0,0,0,0.0669320322976824,7.35886350399304,36111166.4747129,0.124029141477765,0,72.9970501925641,0.776935381573521,9529373.49846362,0.00303878813937912,0.00319168779040307,32821205.8030103,36111166.4747129,72.9970501925641,0,163981408.822945,148544594.204692,15436814.6182531,9.62274911490137,0
