d_o_mm;n_orf;PF_tau;PF_gain;Cd0;CdInf;p_exp;Lori_mm;hA_W_perK;Dp_mm;d_w_mm;D_m_mm;n_turn;mu_ref;PF_t_on;f1;f2;PFA_mean;IDR_mean;pen;pen_dP;pen_Qcap;pen_cav;pen_T;pen_mu;x10_max_damperli;a10abs_max_damperli;dP95;Qcap95;cav_pct;T_end;mu_end;PF_p95;Q_q50;Q_q95;dP50;energy_tot_sum;E_orifice_sum;E_struct_sum;E_ratio;P_mech_sum
3.017166742;6;0.756866024;4.642727688;0.729049332;0.947480879;0.997462972;172.6092839;600;193.1916144;14.81251542;122.081108;13;1.133015319;2.262151143;3.310464472;0.002590891;3.310464472;0.002590891;0;0;0;0;0;0;0.057883376;5.031260122;3770898.832;0.056281538;0;46.65619515;0.867822052;7.71E+06;0.002979414;0.003478394;1501146.446;63507516.97;41926441.82;21581075.16;1.942741106;819033.5836
