d_o_mm,n_orf,g_lo,g_mid,g_hi,PF_tau,PF_gain,A_o,Qcap_big
3.25,6,3.9,3.9,1.65,0.97,0.86,4.97746086053133e-05,0.0610806114141702
3.43120758355807,6,3.9971782082721,3.99624472949421,2.00178229582536,1.01497248505892,0.9,5.54798295268874e-05,0.0680817389349491
3.37121012359437,6,3.90239108349497,3.92540185348433,1.65920056393749,0.983932323211831,0.894495953157999,5.35565726547825e-05,0.0657216258382058
3.3,5,3.75,3.85,1.6,0.97,0.84,4.27649299969911e-05,0.0524787264931213
3.26008524105166,6,3.85529503158866,3.88978963347181,1.64450026709088,0.97,0.847511659052799,5.0084004174408e-05,0.0614602843248904
3.37305189348455,6,3.93751932102462,3.94695589138644,1.84606483064306,0.995492980684663,0.896783906656724,5.3615107022958e-05,0.0657934559358618
